cancer,gene,CGC,NCG6.0,mutation,CNV,methylation,miRNA
STAD,FGFR3,1,1,10,0,0,
STAD,FLG,0,1,8,0,0,
STAD,FLNC,0,0,8,0,0,
STAD,FLT3,1,1,11,0,0,
STAD,FOXA1,1,1,7,0,0,
STAD,FRG1B,0,0,7,0,0,
STAD,GABRA6,0,1,8,0,0,
STAD,GATA3,1,1,8,0,0,
STAD,GRIA2,0,1,8,0,0,
STAD,GRIN2A,1,1,7,0,0,hsa-miR-130b-5p
STAD,GRM3,1,1,7,0,0,
STAD,GRM5,0,0,7,0,0,
STAD,HERC1,0,1,7,0,0,hsa-miR-18a-5p
STAD,HRAS,1,1,9,0,0,
STAD,IDH1,1,1,10,0,0,
STAD,IDH2,1,1,9,0,0,
STAD,ITGA8,0,0,7,0,0,hsa-miR-183-5p
STAD,ITPR1,0,0,8,0,0,hsa-miR-19a-3p
STAD,KCNB2,0,1,7,0,0,
STAD,KDR,1,1,8,0,0,
STAD,KEAP1,1,1,9,0,0,
STAD,KIT,1,1,10,0,0,"hsa-miR-19a-3p,hsa-miR-20a-5p,hsa-miR-222-3p"
STAD,KRAS,1,1,12,0,0,
STAD,LAMA1,0,0,7,0,0,
STAD,LRP1B,1,1,8,0,0,hsa-miR-200c-3p
STAD,LRRC4C,0,0,7,0,0,
STAD,MAP2K4,1,1,7,0,0,
STAD,MAP3K1,1,1,7,0,0,
STAD,MAPK1,1,1,7,0,0,
STAD,MET,1,1,9,0,0,
STAD,MGAM,0,1,8,0,0,
STAD,MLL2,0,0,7,0,0,
STAD,MLL3,0,0,9,0,0,
STAD,MYH13,0,0,8,0,0,
STAD,MYH2,0,1,9,0,0,
STAD,MYH4,0,1,7,0,0,
STAD,MYH7,0,1,7,0,0,
STAD,MYH9,1,1,7,0,0,"hsa-miR-106a-5p,hsa-miR-17-5p"
STAD,MYLK,0,0,7,0,0,"hsa-miR-1301-3p,hsa-miR-7-5p"
STAD,NCOA3,0,1,8,0,0,
STAD,NCOR2,1,1,9,0,0,
STAD,NEFH,0,1,8,0,0,
STAD,NF1,1,1,9,0,0,
STAD,NF2,1,1,8,0,0,
STAD,NLRP4,0,0,7,0,0,
STAD,NOS1,0,0,7,0,0,
STAD,NOTCH1,1,1,7,0,0,
STAD,NOTCH4,0,1,7,0,0,
STAD,NPM1,1,1,11,0,0,
STAD,NRAS,1,1,12,0,0,
STAD,NRXN1,0,1,8,0,0,hsa-miR-196a-5p
STAD,OBSCN,0,1,7,0,0,
STAD,OPRD1,0,0,8,0,0,
STAD,PCDHGA3,0,0,7,0,0,
STAD,PDGFRA,1,1,8,0,0,hsa-miR-130b-3p
STAD,PIK3CA,1,1,13,0,0,hsa-miR-17-5p
STAD,PIK3CG,0,1,7,0,0,
STAD,PIK3R1,1,1,11,0,0,
STAD,PPM1E,0,0,7,0,0,
STAD,PTEN,1,1,12,0,0,"hsa-miR-105-5p,hsa-miR-106a-5p,hsa-miR-130b-3p,hsa-miR-17-5p,hsa-miR-18a-5p"
STAD,PTPN11,1,1,10,0,0,
STAD,PTPRT,1,1,7,0,0,hsa-miR-5096
STAD,RAC1,1,1,7,0,0,
STAD,RB1,1,1,9,0,0,
STAD,RELN,0,1,7,0,0,
STAD,RHOA,1,1,9,0,0,
STAD,ROCK1,0,0,7,0,0,
STAD,ROCK2,0,0,7,0,0,
STAD,RUNX1,1,1,9,0,0,
STAD,RUNX1T1,1,1,7,0,0,hsa-miR-210-3p
STAD,RYR2,0,1,7,0,0,hsa-miR-17-5p
STAD,SCN10A,0,1,8,0,0,
STAD,SCN2A,0,0,7,0,0,
STAD,SETD2,1,1,8,0,0,
STAD,SF3B1,1,1,8,0,0,
STAD,SI,0,1,7,0,0,
STAD,SLIT2,0,1,7,0,0,
STAD,SMAD4,1,1,9,0,0,
STAD,SMARCA4,1,1,8,0,0,
STAD,SOS1,0,1,8,0,0,
STAD,SPTA1,0,1,9,0,0,
STAD,SPTAN1,0,1,8,0,0,
STAD,STAG2,1,1,7,0,0,
STAD,STK11,1,1,10,0,0,
STAD,SYNE1,0,1,7,0,0,
STAD,TBP,0,1,7,0,0,
STAD,TP53,1,1,14,0,0,
STAD,TUBA3C,0,1,8,0,0,
STAD,U2AF1,1,1,9,0,0,
STAD,USH2A,0,1,8,0,0,
STAD,VCAN,0,1,7,0,0,
STAD,WT1,1,1,8,0,0,
STAD,ZNF208,0,1,7,0,0,
STAD,ZNF598,0,0,8,0,0,
STAD,ZNF91,0,0,7,0,0,
STAD,MCM8,0,0,0,1,0,
STAD,HLA-DRB5,0,0,0,1,0,
STAD,CDC25B,0,0,0,1,0,
STAD,LZTS3,0,0,0,1,0,
STAD,TMEM184A,0,0,0,1,0,
STAD,SUB1,0,0,0,1,0,
STAD,ZNF131,0,0,0,1,0,
STAD,LRRC37A,0,0,0,-1,0,
STAD,OR2A7,0,0,0,-1,0,
STAD,SMOX,0,0,0,1,0,
STAD,TRIB3,0,0,0,1,0,
STAD,SKP2,0,1,0,1,0,
STAD,NINL,0,0,0,1,0,
STAD,RPL37,0,0,0,1,0,
STAD,C5orf34,0,0,0,1,0,
STAD,TRIP13,0,0,0,1,0,
STAD,PLOD3,0,0,0,1,0,
STAD,AP1S1,0,0,0,1,0,
STAD,BRIX1,0,0,0,1,0,
STAD,JPH1,0,0,0,1,0,
STAD,GATA4,0,0,0,1,0,
STAD,ATP11A,0,0,0,1,0,
STAD,CTAGE4,0,0,0,-1,0,
STAD,FDFT1,0,0,0,1,0,
STAD,TMEM74B,0,0,0,1,0,
STAD,ARL17B,0,0,0,-1,0,
STAD,CCNE1,1,1,0,1,0,
STAD,POP4,0,0,0,1,0,
STAD,NEIL2,0,0,0,1,0,
STAD,EXOC3-AS1,0,0,0,1,0,
STAD,FAM86B1,0,0,0,1,0,
STAD,URI1,0,0,0,1,0,
STAD,SPEF2,0,0,0,1,0,
STAD,C19orf12,0,0,0,1,0,
STAD,GGH,0,0,0,1,0,
STAD,NKD2,0,0,0,1,0,
STAD,LMTK2,0,0,0,1,0,
STAD,SEM1,0,0,0,1,0,
STAD,RHD,0,0,0,-1,0,
STAD,AMACR,0,0,0,1,0,
STAD,GSTT2B,0,0,0,-1,0,
STAD,GSTT2,0,0,0,-1,0,
STAD,KLHL9,0,0,0,-1,0,
STAD,SIGLEC14,0,0,0,-1,0,
STAD,MTAP,0,0,0,-1,0,
STAD,BCL2,1,1,0,-1,0,"hsa-miR-135a-5p,hsa-miR-17-5p,hsa-miR-182-5p,hsa-miR-18a-5p,hsa-miR-196b-5p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-20a-5p,hsa-miR-21-5p,hsa-miR-7-5p,hsa-miR-96-5p"
STAD,UGT2B17,0,0,0,-1,0,
STAD,DSCC1,0,0,0,1,0,
STAD,HNF4A,0,1,0,1,0,
STAD,UBE2C,0,0,0,1,0,
STAD,RECQL4,1,1,0,1,0,
STAD,POFUT1,0,0,0,1,0,
STAD,PABPC1L,0,1,0,1,0,
STAD,PLAGL2,0,0,0,1,0,
STAD,TLDC2,0,0,0,1,0,
STAD,FOXA2,0,1,0,1,0,
STAD,SALL4,1,1,0,1,0,
STAD,L3MBTL1,0,0,0,1,0,
STAD,SPATA25,0,0,0,1,0,
STAD,MAPK15,0,0,0,1,0,
STAD,MAGEF1,0,0,0,1,0,
STAD,DNMT3B,0,1,0,1,0,
STAD,ARPC1A,0,0,0,1,0,
STAD,RBBP8NL,0,0,0,1,0,
STAD,CDH17,1,1,0,1,0,
STAD,ECE2,0,0,0,1,0,
STAD,R3HDML,0,0,0,1,0,
STAD,TNNC2,0,0,0,1,0,
STAD,SMURF1,0,0,0,1,0,
STAD,GRB7,0,0,0,1,0,
STAD,PDAP1,0,1,0,1,0,
STAD,HMGCS1,0,0,0,1,0,
STAD,SLC17A9,0,0,0,1,0,
STAD,BAIAP2L1,0,0,0,1,0,
STAD,ARPC1B,0,1,0,1,0,
STAD,TAF6,0,0,0,1,0,
STAD,MCM7,0,0,0,1,0,hsa-miR-1-3p
STAD,MIEN1,0,0,0,1,0,
STAD,ZKSCAN1,0,0,0,1,0,
STAD,SLC39A4,0,0,0,1,0,
STAD,PGAP3,0,0,0,1,0,
STAD,UFSP1,0,0,0,1,0,
STAD,DUSP15,0,0,0,1,0,
STAD,BMP7,0,0,0,1,0,
STAD,COL9A3,0,0,0,1,0,
STAD,WFDC10B,0,0,0,1,0,
STAD,BUD31,0,0,0,1,0,
STAD,BRI3,0,0,0,1,0,
STAD,STARD3,0,0,0,1,0,
STAD,ZNF3,0,0,0,1,0,
STAD,WFDC13,0,0,0,1,0,
STAD,AGFG2,0,0,0,1,0,
STAD,ACTRT3,0,0,0,1,0,
STAD,KCNS1,0,0,0,1,0,
STAD,ANKIB1,0,0,0,1,0,
STAD,HORMAD1,0,1,0,1,0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
