cancer,gene,CGC,NCG6.0,mutation,CNV,methylation,miRNA
SKCM,UQCRQ,0,0,0,-1,0,
SKCM,APBB1IP,0,0,0,-1,0,
SKCM,SLC31A1,0,0,0,-1,0,
SKCM,TIMM8B,0,0,0,-1,0,
SKCM,URM1,0,0,0,-1,0,
SKCM,EIF4EBP1,0,0,0,-1,0,
SKCM,MRPL41,0,0,0,-1,0,
SKCM,MPHOSPH6,0,0,0,-1,0,
SKCM,TXN,0,0,0,-1,0,
SKCM,NDUFA2,0,0,0,-1,0,
SKCM,C8orf48,0,0,0,-1,0,
SKCM,BTBD6,0,0,0,-1,0,
SKCM,FAM107B,0,0,0,-1,0,
SKCM,C8orf58,0,0,0,-1,0,
SKCM,CCDC144A,0,0,0,-1,0,
SKCM,ANKHD1-EIF4EBP3,0,0,0,-1,0,
SKCM,OPTN,0,0,0,-1,0,
SKCM,COQ4,0,0,0,-1,0,
SKCM,PSMB1,0,0,0,-1,0,
SKCM,BIN3,0,0,0,-1,0,
SKCM,EZR,1,1,0,-1,0,
SKCM,RPL35,0,0,0,-1,0,
SKCM,SLC25A25,0,0,0,-1,0,
SKCM,CYSTM1,0,0,0,-1,0,
SKCM,FAM102A,0,0,0,-1,0,
SKCM,JADE2,0,0,0,-1,0,
SKCM,SRA1,0,0,0,-1,0,
SKCM,OTUD1,0,0,0,-1,0,
SKCM,SLC27A4,0,0,0,-1,0,
SKCM,SPACA9,0,0,0,-1,0,
SKCM,CARD16,0,0,0,-1,0,
SKCM,DNAI1,0,0,0,-1,0,
SKCM,LRSAM1,0,0,0,-1,0,
SKCM,HEBP2,0,0,0,-1,0,
SKCM,SIL1,0,0,0,-1,0,
SKCM,PCDHB11,0,0,0,-1,0,
SKCM,GM2A,0,0,0,-1,0,
SKCM,SORBS3,0,0,0,-1,0,
SKCM,PCDHB14,0,0,0,-1,0,
SKCM,KCNN2,0,0,0,-1,0,
SKCM,TNFRSF10B,0,0,0,-1,0,
SKCM,NSMF,0,0,0,-1,0,
SKCM,NT5E,0,0,0,-1,0,
SKCM,WNK2,1,1,0,-1,0,
SKCM,SYTL3,0,0,0,-1,0,
SKCM,CASP1,0,0,0,-1,0,
SKCM,AGPAT4,0,0,0,-1,0,
SKCM,NUDT14,0,1,0,-1,0,
SKCM,SYT15,0,0,0,-1,0,
SKCM,C9orf16,0,0,0,-1,0,
SKCM,PCDHGB3,0,0,0,-1,0,
SKCM,MSRA,0,0,0,-1,0,
SKCM,AK1,0,0,0,-1,0,
SKCM,NAT1,0,0,0,-1,0,
SKCM,CALU,0,0,0,1,0,
SKCM,IRF4,1,1,0,1,0,
SKCM,ASAP1,0,0,0,1,0,
SKCM,TPST1,0,0,0,1,0,
SKCM,UTP23,0,0,0,1,0,
SKCM,PHACTR1,0,0,0,1,0,
SKCM,PPFIA4,0,0,0,1,0,
SKCM,FOXF2,0,0,0,1,0,
SKCM,GCNT2,0,0,0,1,0,
SKCM,DCST1,0,0,0,1,0,
SKCM,BBS2,0,0,0,-1,0,
SKCM,ABL1,1,1,0,-1,0,
SKCM,MED27,0,0,0,-1,0,
SKCM,CDK10,0,0,0,-1,0,
SKCM,PHKB,0,0,0,-1,0,
SKCM,PCMT1,0,0,0,-1,0,
SKCM,FAM229B,0,0,0,-1,0,
SKCM,SLC25A28,0,0,0,-1,0,
SKCM,FIG4,0,0,0,-1,0,
SKCM,LRRC8A,0,0,0,-1,0,
SKCM,ITFG1,0,0,0,-1,0,
SKCM,GAN,0,0,0,-1,0,
SKCM,NFKB2,1,1,0,-1,0,
SKCM,TRAPPC2L,0,0,0,-1,0,
SKCM,VPS9D1,0,0,0,-1,0,
SKCM,MVD,0,0,0,-1,0,
SKCM,KYAT1,0,0,0,-1,0,
SKCM,NTMT1,0,0,0,-1,0,
SKCM,APRT,0,0,0,-1,0,
SKCM,SF3B5,0,0,0,-1,0,
SKCM,TRIM21,0,0,0,-1,0,
SKCM,SMPDL3A,0,0,0,-1,0,
SKCM,CD151,0,0,0,-1,0,
SKCM,PAOX,0,0,0,-1,0,
SKCM,COX4I1,0,0,0,-1,0,
SKCM,WDR34,0,0,0,-1,0,
SKCM,NCS1,0,0,0,-1,0,
SKCM,MAF,1,1,0,-1,0,
SKCM,ZDHHC12,0,0,0,-1,0,
SKCM,RPL13,0,0,0,-1,0,
SKCM,OSBPL5,0,0,0,-1,0,
SKCM,PLLP,0,0,0,-1,0,
SKCM,STX11,0,0,0,-1,0,
SKCM,FANK1,0,1,0,-1,0,
SKCM,QRFP,0,0,0,-1,0,
SKCM,NUTM2A,1,1,0,-1,0,
SKCM,CRYBG1,0,0,0,-1,0,
SKCM,FBXL15,0,0,0,-1,0,
SKCM,PWWP2B,0,0,0,-1,0,
SKCM,COMTD1,0,0,0,-1,0,
SKCM,TACC2,0,0,0,-1,0,
SKCM,GALNS,0,0,0,-1,0,
SKCM,FAM53B,0,0,0,-1,0,
SKCM,RGS10,0,0,0,-1,0,
SKCM,CTSL,0,0,0,-1,0,
SKCM,MC1R,0,0,0,-1,0,
SKCM,SLC25A16,0,0,0,-1,0,
SKCM,LHPP,0,0,0,-1,0,
SKCM,FUOM,0,0,0,-1,0,
SKCM,NUDT7,0,0,0,-1,0,
SKCM,CHST6,0,0,0,-1,0,
SKCM,ULBP2,0,0,0,-1,0,
SKCM,NDUFB8,0,0,0,-1,0,
SKCM,RSPH4A,0,0,0,-1,0,
SKCM,BLOC1S2,0,0,0,-1,0,
SKCM,GAS8-AS1,0,0,0,-1,0,
SKCM,CALHM1,0,0,0,-1,0,
SKCM,PIK3AP1,0,1,0,-1,0,
SKCM,MARVELD3,0,0,0,-1,0,
SKCM,CYBA,0,0,0,-1,0,
SKCM,ABLIM3,0,0,0,-1,0,
SKCM,SMPD2,0,0,0,-1,0,
SKCM,GOLGA7B,0,0,0,-1,0,
SKCM,CDKN2A,1,1,0,-1,0,
