cancer,gene,CGC,NCG6.0,mutation,CNV,methylation,miRNA
LUAD,NRXN1,0,1,8,0,0,
LUAD,OPRD1,0,0,8,0,0,
LUAD,PCDHGA3,0,0,7,0,0,
LUAD,PDGFRA,1,1,7,0,0,
LUAD,PIK3CA,1,1,13,0,0,
LUAD,PIK3R1,1,1,11,0,0,
LUAD,PTEN,1,1,12,0,0,"hsa-miR-106a-5p,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-301a-3p,hsa-miR-425-5p,hsa-miR-93-5p"
LUAD,PTPN11,1,1,10,0,0,
LUAD,PTPRT,1,1,7,0,0,
LUAD,RAC1,1,1,7,0,0,
LUAD,RB1,1,1,9,0,0,hsa-miR-93-5p
LUAD,RHOA,1,1,7,0,0,
LUAD,RUNX1,1,1,9,0,0,"hsa-miR-106a-5p,hsa-miR-17-5p"
LUAD,RYR2,0,1,7,0,0,
LUAD,SETD2,1,1,8,0,0,
LUAD,SF3B1,1,1,8,0,0,
LUAD,SMAD4,1,1,8,0,0,hsa-miR-224-5p
LUAD,SMARCA4,1,1,7,0,0,
LUAD,SOS1,0,1,7,0,0,
LUAD,SPTA1,0,1,8,0,0,
LUAD,SPTAN1,0,1,7,0,0,
LUAD,STAG2,1,1,7,0,0,
LUAD,STK11,1,1,10,0,0,
LUAD,TBP,0,1,7,0,0,
LUAD,TP53,1,1,14,0,0,
LUAD,U2AF1,1,1,9,0,0,
LUAD,VCAN,0,1,7,0,0,
LUAD,WT1,1,1,8,0,0,
LUAD,ZNF598,0,0,8,0,0,
LUAD,HLA-DRB5,0,0,0,1,0,
LUAD,SRP54,0,0,0,1,0,
LUAD,GSTM1,0,0,0,-1,0,
LUAD,PPP2R3C,0,0,0,1,0,
LUAD,ARL17B,0,0,0,-1,0,
LUAD,BAZ1A,1,1,0,1,0,
LUAD,BRMS1L,0,0,0,1,0,
LUAD,1-Mar,0,0,0,1,0,
LUAD,PSMA6,0,0,0,1,0,
LUAD,KIAA0391,0,0,0,1,0,
LUAD,GEMIN2,0,0,0,1,0,
LUAD,FAM177A1,0,0,0,1,0,
LUAD,RHD,0,0,0,-1,0,
LUAD,SPTSSA,0,0,0,1,0,
LUAD,RALGAPA1,0,0,0,1,0,
LUAD,PAX9,0,0,0,1,0,
LUAD,TSNARE1,0,0,0,1,0,
LUAD,MIPOL1,0,0,0,1,0,
LUAD,KLHL9,0,0,0,-1,0,
LUAD,LRRC37A,0,0,0,-1,0,
LUAD,SLC25A21,0,0,0,1,0,
LUAD,COCH,0,0,0,1,0,
LUAD,UGT2B17,0,0,0,-1,0,
LUAD,HEATR4,0,0,0,-1,0,
LUAD,MTAP,0,0,0,-1,0,
LUAD,GNRH1,0,0,0,-1,0,
LUAD,SLC7A2,0,0,0,-1,0,
LUAD,CDKN2A,1,1,0,-1,0,
LUAD,FAM167A,0,0,0,-1,0,
LUAD,DMRTA1,0,0,0,-1,0,
LUAD,DUSP4,0,0,0,-1,0,
LUAD,SIGLEC14,0,0,0,-1,0,
LUAD,ADAM28,0,0,0,-1,0,
LUAD,CDKN2B,0,1,0,-1,0,
LUAD,ANKRD36B,0,0,0,-1,0,
LUAD,EXOC3-AS1,0,0,0,1,0,
LUAD,LAPTM4B,0,1,0,1,0,
LUAD,E2F5,0,0,0,1,0,
LUAD,MTFR1,0,0,0,1,0,hsa-let-7b-3p
LUAD,C2CD4D,0,0,0,1,0,
LUAD,CHMP4C,0,0,0,1,0,
LUAD,PSPH,0,0,0,1,0,
LUAD,ZBTB10,0,0,0,1,0,
LUAD,MEX3A,0,0,0,1,0,
LUAD,KHDRBS3,0,0,0,1,0,
LUAD,EPHX1,0,0,0,1,0,
LUAD,MRPS28,0,0,0,1,0,
LUAD,SLC26A9,0,0,0,1,0,
LUAD,STK31,0,1,0,1,0,
LUAD,BTNL10,0,0,0,1,0,
LUAD,CCT6A,0,0,0,1,0,
LUAD,TPD52,0,0,0,1,0,
LUAD,TCF24,0,0,0,1,0,
LUAD,RHBG,0,1,0,1,0,
LUAD,ZFY,0,0,0,-1,0,
LUAD,DDX3Y,0,0,0,-1,0,
LUAD,KDM5D,0,0,0,-1,0,
LUAD,AQP5,0,0,0,0,1,
LUAD,C10orf82,0,0,0,0,1,
LUAD,CBX2,0,0,0,0,1,
LUAD,CMBL,0,0,0,0,1,
LUAD,HOXB2,0,0,0,0,1,
LUAD,HOXB4,0,0,0,0,1,
LUAD,IGF1,0,0,0,0,1,
LUAD,XKR6,0,0,0,0,1,
LUAD,ZNF135,0,0,0,0,1,
LUAD,ZNF256,0,0,0,0,1,
LUAD,ZNF329,0,0,0,0,1,
LUAD,ZNF415,0,0,0,0,1,
LUAD,ZNF471,0,1,0,0,1,
LUAD,ZNF572,0,1,0,0,-1,
LUAD,ZNF677,0,1,0,0,1,
LUAD,ZNF702P,0,0,0,0,1,
LUAD,ZSCAN1,0,0,0,0,1,
LUAD,ZSCAN18,0,0,0,0,1,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
